Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Adhesion [N]	Minimum Value [N]	Minimum Position [m]	Area [J]	Lower Bound [m]	Upper Bound [m]
map-data-2025.06.06-11.56.16.356_0921.jpk-force	921	1.48244e-05	2.47417e-05	2.55884e-09		3.06170e-10	-3.06170e-10	1.42357e-06	8.08183e-16	1.16009e-06	5.96021e-06
map-data-2025.06.06-11.56.16.356_0922.jpk-force	922	1.56056e-05	2.47417e-05	2.55322e-09		3.24580e-10	-3.24580e-10	1.39426e-06	7.31529e-16	1.16762e-06	5.96437e-06
map-data-2025.06.06-11.56.16.356_0923.jpk-force	923	1.63869e-05	2.47417e-05	2.54866e-09		3.72552e-10	-3.72552e-10	1.22509e-06	6.53653e-16	1.18554e-06	5.97771e-06
map-data-2025.06.06-11.56.16.356_0924.jpk-force	924	1.71681e-05	2.47417e-05	2.54821e-09		2.77742e-10	-2.77742e-10	1.29629e-06	6.52877e-16	1.19756e-06	5.99276e-06
map-data-2025.06.06-11.56.16.356_0925.jpk-force	925	1.79494e-05	2.47417e-05	2.54662e-09		4.42063e-10	-4.42063e-10	1.29894e-06	6.61643e-16	1.20168e-06	5.99162e-06
map-data-2025.06.06-11.56.16.356_0926.jpk-force	926	1.87306e-05	2.47417e-05	2.54865e-09		2.31373e-10	-2.31373e-10	1.28340e-06	6.20515e-16	1.21944e-06	6.01199e-06
map-data-2025.06.06-11.56.16.356_0927.jpk-force	927	1.95119e-05	2.47417e-05	2.54773e-09		2.59932e-10	-2.59932e-10	1.36008e-06	6.07271e-16	1.22311e-06	6.00863e-06
map-data-2025.06.06-11.56.16.356_0928.jpk-force	928	1.95119e-05	2.55230e-05	2.55619e-09		1.41075e-09	-1.41075e-09	2.02732e-06	9.46596e-16	1.24269e-06	6.00960e-06
map-data-2025.06.06-11.56.16.356_0929.jpk-force	929	1.87306e-05	2.55230e-05	2.55432e-09		3.07722e-10	-3.07722e-10	1.47192e-06	6.55926e-16	1.20742e-06	5.99936e-06
map-data-2025.06.06-11.56.16.356_0930.jpk-force	930	1.79494e-05	2.55230e-05	2.55033e-09		5.76949e-10	-5.76949e-10	2.14000e-06	6.73604e-16	1.20560e-06	5.99933e-06
map-data-2025.06.06-11.56.16.356_0931.jpk-force	931	1.71681e-05	2.55230e-05	2.55148e-09		3.20692e-10	-3.20692e-10	1.35490e-06	6.42660e-16	1.19633e-06	5.98585e-06
map-data-2025.06.06-11.56.16.356_0932.jpk-force	932	1.63869e-05	2.55230e-05	2.55313e-09		9.17850e-10	-9.17850e-10	1.82712e-06	8.11684e-16	1.18110e-06	5.96967e-06
map-data-2025.06.06-11.56.16.356_0933.jpk-force	933	1.56056e-05	2.55230e-05	2.55555e-09		3.49448e-10	-3.49448e-10	1.17944e-06	6.34908e-16	1.17086e-06	5.96262e-06
map-data-2025.06.06-11.56.16.356_0934.jpk-force	934	1.48244e-05	2.55230e-05	2.56038e-09		3.45723e-10	-3.45723e-10	1.16653e-06	6.53125e-16	1.15716e-06	5.94767e-06
map-data-2025.06.06-11.56.16.356_0935.jpk-force	935	1.40431e-05	2.55230e-05	2.56324e-09		2.61034e-10	-2.61034e-10	1.24399e-06	6.64511e-16	1.15532e-06	5.94368e-06
map-data-2025.06.06-11.56.16.356_0936.jpk-force	936	1.32619e-05	2.55230e-05	2.62405e-09		1.32381e-09	-1.32381e-09	4.14349e-06	1.80697e-15	1.30750e-06	5.93573e-06
map-data-2025.06.06-11.56.16.356_0937.jpk-force	937	1.24806e-05	2.55230e-05	2.81071e-09		2.39462e-09	-2.39462e-09	5.80081e-06	3.23956e-15	4.05886e-06	8.78227e-06
map-data-2025.06.06-11.56.16.356_0938.jpk-force	938	1.16994e-05	2.55230e-05	2.59818e-09		2.25688e-10	-2.25688e-10	6.67331e-06	5.39881e-16	6.29789e-06	1.10173e-05
map-data-2025.06.06-11.56.16.356_0939.jpk-force	939	1.09181e-05	2.55230e-05	2.62054e-09		8.46031e-10	-8.46031e-10	8.53753e-06	9.44857e-16	7.36621e-06	1.21580e-05
map-data-2025.06.06-11.56.16.356_0940.jpk-force	940	1.01369e-05	2.55230e-05	2.63159e-09		5.53437e-10	-5.53437e-10	8.14360e-06	7.39070e-16	7.63922e-06	1.23728e-05
map-data-2025.06.06-11.56.16.356_0941.jpk-force	941	9.35561e-06	2.55230e-05	2.63719e-09		9.05441e-10	-9.05441e-10	8.92142e-06	1.03415e-15	7.61443e-06	1.23215e-05
map-data-2025.06.06-11.56.16.356_0942.jpk-force	942	8.57436e-06	2.55230e-05	2.63903e-09		8.92887e-10	-8.92887e-10	9.27750e-06	8.74108e-16	7.35703e-06	1.19481e-05
map-data-2025.06.06-11.56.16.356_0943.jpk-force	943	7.79311e-06	2.55230e-05	2.64167e-09		2.30477e-09	-2.30477e-09	7.44545e-06	1.38211e-15	7.31595e-06	1.21459e-05
map-data-2025.06.06-11.56.16.356_0944.jpk-force	944	7.01186e-06	2.55230e-05	2.86070e-09		2.56693e-09	-2.56693e-09	7.02447e-06	4.32756e-15	6.28265e-06	1.10921e-05
map-data-2025.06.06-11.56.16.356_0945.jpk-force	945	6.23061e-06	2.55230e-05	2.62860e-09		1.73972e-09	-1.73972e-09	5.63384e-06	1.13647e-15	5.10233e-06	9.92690e-06
map-data-2025.06.06-11.56.16.356_0946.jpk-force	946	5.44936e-06	2.55230e-05	2.59434e-09		2.47170e-10	-2.47170e-10	1.22765e-06	7.42586e-16	1.03291e-06	5.83428e-06
map-data-2025.06.06-11.56.16.356_0947.jpk-force	947	4.66811e-06	2.55230e-05	2.58306e-09		2.96948e-10	-2.96948e-10	1.03511e-06	6.45788e-16	1.02830e-06	5.82359e-06
map-data-2025.06.06-11.56.16.356_0948.jpk-force	948	3.88686e-06	2.55230e-05	2.58449e-09		3.68509e-10	-3.68509e-10	1.04237e-06	6.87358e-16	1.00871e-06	5.80138e-06
map-data-2025.06.06-11.56.16.356_0949.jpk-force	949	3.10561e-06	2.55230e-05	2.57708e-09		3.09062e-10	-3.09062e-10	1.00739e-06	6.47714e-16	9.94615e-07	5.78470e-06
map-data-2025.06.06-11.56.16.356_0950.jpk-force	950	2.32436e-06	2.55230e-05	2.57765e-09		5.17400e-10	-5.17400e-10	1.09263e-06	6.33603e-16	9.95183e-07	5.78470e-06
map-data-2025.06.06-11.56.16.356_0951.jpk-force	951	1.54311e-06	2.55230e-05	2.58354e-09		3.58191e-10	-3.58191e-10	1.02248e-06	6.80563e-16	9.80423e-07	5.77269e-06
map-data-2025.06.06-11.56.16.356_0952.jpk-force	952	7.61859e-07	2.55230e-05	2.57827e-09		3.02452e-10	-3.02452e-10	9.91256e-07	6.85618e-16	9.71624e-07	5.76479e-06
map-data-2025.06.06-11.56.16.356_0953.jpk-force	953	-1.93924e-08	2.55230e-05	2.57435e-09		4.31406e-10	-4.31406e-10	9.91256e-07	6.63253e-16	9.62304e-07	5.76039e-06
map-data-2025.06.06-11.56.16.356_0954.jpk-force	954	-8.00641e-07	2.55230e-05	2.57684e-09		3.37584e-10	-3.37584e-10	1.00024e-06	6.65300e-16	9.62848e-07	5.75242e-06
map-data-2025.06.06-11.56.16.356_0955.jpk-force	955	-1.58189e-06	2.55230e-05	2.57790e-09		3.21680e-10	-3.21680e-10	9.55303e-07	6.47703e-16	9.45936e-07	5.74175e-06
map-data-2025.06.06-11.56.16.356_0956.jpk-force	956	-2.36314e-06	2.55230e-05	2.57976e-09		2.72886e-10	-2.72886e-10	1.19586e-06	6.72387e-16	9.39219e-07	5.73583e-06
map-data-2025.06.06-11.56.16.356_0957.jpk-force	957	-3.14439e-06	2.55230e-05	2.57878e-09		4.45638e-10	-4.45638e-10	9.56959e-07	7.14110e-16	9.36144e-07	5.72737e-06
map-data-2025.06.06-11.56.16.356_0958.jpk-force	958	-3.92564e-06	2.55230e-05	2.57733e-09		3.52375e-10	-3.52375e-10	9.69377e-07	6.65617e-16	9.22851e-07	5.69631e-06
map-data-2025.06.06-11.56.16.356_0959.jpk-force	959	-4.70689e-06	2.55230e-05	2.58002e-09		3.57017e-10	-3.57017e-10	9.57006e-07	6.96144e-16	9.10243e-07	5.69416e-06
map-data-2025.06.06-11.56.16.356_0960.jpk-force	960	-4.70689e-06	2.63042e-05	2.58029e-09		2.78188e-10	-2.78188e-10	9.76189e-07	6.71598e-16	9.18475e-07	5.70733e-06
map-data-2025.06.06-11.56.16.356_0961.jpk-force	961	-3.92564e-06	2.63042e-05	2.58052e-09		3.35043e-10	-3.35043e-10	9.30656e-07	6.61487e-16	9.22898e-07	5.71384e-06
map-data-2025.06.06-11.56.16.356_0962.jpk-force	962	-3.14439e-06	2.63042e-05	2.58170e-09		3.05300e-10	-3.05300e-10	9.43997e-07	6.61976e-16	9.37185e-07	5.72670e-06
map-data-2025.06.06-11.56.16.356_0963.jpk-force	963	-2.36314e-06	2.63042e-05	2.57982e-09		2.73602e-10	-2.73602e-10	1.00299e-06	6.32616e-16	9.47876e-07	5.73579e-06
map-data-2025.06.06-11.56.16.356_0964.jpk-force	964	-1.58189e-06	2.63042e-05	2.58515e-09		3.14180e-10	-3.14180e-10	9.69259e-07	6.68467e-16	9.55067e-07	5.74402e-06
map-data-2025.06.06-11.56.16.356_0965.jpk-force	965	-8.00641e-07	2.63042e-05	2.58631e-09		3.10290e-10	-3.10290e-10	9.84397e-07	6.38677e-16	9.68691e-07	5.75826e-06
map-data-2025.06.06-11.56.16.356_0966.jpk-force	966	-1.93924e-08	2.63042e-05	2.58774e-09		2.34694e-10	-2.34694e-10	1.00408e-06	6.30612e-16	9.88796e-07	5.77865e-06
map-data-2025.06.06-11.56.16.356_0967.jpk-force	967	7.61859e-07	2.63042e-05	2.59423e-09		3.15818e-10	-3.15818e-10	1.02972e-06	6.59056e-16	9.89364e-07	5.78238e-06
map-data-2025.06.06-11.56.16.356_0968.jpk-force	968	1.54311e-06	2.63042e-05	2.59679e-09		3.37471e-10	-3.37471e-10	1.00453e-06	6.44504e-16	9.89033e-07	5.77846e-06
map-data-2025.06.06-11.56.16.356_0969.jpk-force	969	2.32436e-06	2.63042e-05	2.59936e-09		2.15958e-10	-2.15958e-10	2.37280e-06	6.62122e-16	1.00956e-06	5.79667e-06
map-data-2025.06.06-11.56.16.356_0970.jpk-force	970	3.10561e-06	2.63042e-05	2.59691e-09		4.12831e-10	-4.12831e-10	1.03537e-06	6.59688e-16	1.01094e-06	5.80124e-06
map-data-2025.06.06-11.56.16.356_0971.jpk-force	971	3.88686e-06	2.63042e-05	2.60145e-09		2.82207e-10	-2.82207e-10	1.02962e-06	6.48101e-16	1.02451e-06	5.81318e-06
map-data-2025.06.06-11.56.16.356_0972.jpk-force	972	4.66811e-06	2.63042e-05	2.60538e-09		3.85343e-10	-3.85343e-10	1.08185e-06	6.70147e-16	1.03530e-06	5.82610e-06
map-data-2025.06.06-11.56.16.356_0973.jpk-force	973	5.44936e-06	2.63042e-05	2.60331e-09		3.00764e-10	-3.00764e-10	1.06411e-06	6.59829e-16	1.04367e-06	5.83267e-06
map-data-2025.06.06-11.56.16.356_0974.jpk-force	974	6.23061e-06	2.63042e-05	2.60447e-09		2.25247e-09	-2.25247e-09	3.77641e-06	3.66128e-15	1.14805e-06	3.89823e-06
map-data-2025.06.06-11.56.16.356_0975.jpk-force	975	7.01186e-06	2.63042e-05	2.89193e-09		8.07541e-09	-8.07541e-09	6.05936e-06	6.71783e-15	3.90450e-06	6.63887e-06
map-data-2025.06.06-11.56.16.356_0976.jpk-force	976	7.79311e-06	2.63042e-05	2.66312e-09		3.95189e-10	-3.95189e-10	6.56013e-06	7.90130e-16	6.11046e-06	1.07919e-05
map-data-2025.06.06-11.56.16.356_0977.jpk-force	977	8.57436e-06	2.63042e-05	2.64009e-09		9.23393e-09	-9.23393e-09	7.11222e-06	9.39622e-15	5.70201e-06	7.96431e-06
map-data-2025.06.06-11.56.16.356_0978.jpk-force	978	9.35561e-06	2.63042e-05	2.64048e-09		7.64499e-10	-7.64499e-10	7.66346e-06	6.46718e-16	7.37984e-06	1.20821e-05
map-data-2025.06.06-11.56.16.356_0979.jpk-force	979	1.01369e-05	2.63042e-05	2.65376e-09		5.75394e-10	-5.75394e-10	7.89600e-06	7.01368e-16	7.74074e-06	1.25017e-05
map-data-2025.06.06-11.56.16.356_0980.jpk-force	980	1.09181e-05	2.63042e-05	2.66016e-09		9.97314e-10	-9.97314e-10	7.73748e-06	9.17198e-16	7.34649e-06	1.21087e-05
map-data-2025.06.06-11.56.16.356_0981.jpk-force	981	1.16994e-05	2.63042e-05	2.64729e-09		3.89281e-10	-3.89281e-10	3.66697e-06	7.39391e-16	3.19863e-06	7.65488e-06
map-data-2025.06.06-11.56.16.356_0982.jpk-force	982	1.24806e-05	2.63042e-05	2.64368e-09		2.10625e-09	-2.10625e-09	3.16786e-06	3.85524e-15	1.13959e-06	5.94919e-06
map-data-2025.06.06-11.56.16.356_0983.jpk-force	983	1.32619e-05	2.63042e-05	2.60715e-09		3.21113e-10	-3.21113e-10	1.18997e-06	7.00330e-16	1.14760e-06	5.94772e-06
map-data-2025.06.06-11.56.16.356_0984.jpk-force	984	1.40431e-05	2.63042e-05	2.60122e-09		4.02335e-10	-4.02335e-10	1.17902e-06	6.37471e-16	1.15865e-06	5.95233e-06
map-data-2025.06.06-11.56.16.356_0985.jpk-force	985	1.48244e-05	2.63042e-05	2.60425e-09		2.83286e-10	-2.83286e-10	1.19032e-06	6.25504e-16	1.17429e-06	5.96700e-06
map-data-2025.06.06-11.56.16.356_0986.jpk-force	986	1.56056e-05	2.63042e-05	2.60608e-09		3.03255e-10	-3.03255e-10	1.23418e-06	6.29447e-16	1.17736e-06	5.97142e-06
map-data-2025.06.06-11.56.16.356_0987.jpk-force	987	1.63869e-05	2.63042e-05	2.60676e-09		3.07901e-10	-3.07901e-10	1.22017e-06	6.43450e-16	1.18687e-06	5.98017e-06
map-data-2025.06.06-11.56.16.356_0988.jpk-force	988	1.71681e-05	2.63042e-05	2.60675e-09		2.58011e-10	-2.58011e-10	1.23569e-06	6.20518e-16	1.20920e-06	6.00004e-06
map-data-2025.06.06-11.56.16.356_0989.jpk-force	989	1.79494e-05	2.63042e-05	2.61108e-09		1.25930e-09	-1.25930e-09	1.28792e-06	6.23019e-16	1.29057e-06	5.99990e-06
map-data-2025.06.06-11.56.16.356_0990.jpk-force	990	1.87306e-05	2.63042e-05	2.60970e-09		3.24653e-10	-3.24653e-10	1.23697e-06	6.16635e-16	1.22327e-06	6.01229e-06
map-data-2025.06.06-11.56.16.356_0991.jpk-force	991	1.95119e-05	2.63042e-05	2.61336e-09		3.50021e-10	-3.50021e-10	1.24789e-06	6.35734e-16	1.23425e-06	6.02372e-06
map-data-2025.06.06-11.56.16.356_0992.jpk-force	992	1.95119e-05	2.70855e-05	2.61567e-09		3.47987e-10	-3.47987e-10	1.27342e-06	6.18282e-16	1.24068e-06	6.02736e-06
map-data-2025.06.06-11.56.16.356_0993.jpk-force	993	1.87306e-05	2.70855e-05	2.61394e-09		4.27767e-10	-4.27767e-10	1.28427e-06	6.56461e-16	1.22065e-06	6.00884e-06
map-data-2025.06.06-11.56.16.356_0994.jpk-force	994	1.79494e-05	2.70855e-05	2.61036e-09		3.46083e-10	-3.46083e-10	1.24028e-06	6.33292e-16	1.21338e-06	6.00404e-06
map-data-2025.06.06-11.56.16.356_0995.jpk-force	995	1.71681e-05	2.70855e-05	2.60936e-09		2.81623e-10	-2.81623e-10	1.25158e-06	6.19055e-16	1.21033e-06	5.99966e-06
map-data-2025.06.06-11.56.16.356_0996.jpk-force	996	1.63869e-05	2.70855e-05	2.60763e-09		5.00730e-10	-5.00730e-10	1.21982e-06	6.39089e-16	1.18909e-06	5.97800e-06
map-data-2025.06.06-11.56.16.356_0997.jpk-force	997	1.56056e-05	2.70855e-05	2.60734e-09		4.30786e-10	-4.30786e-10	1.20324e-06	6.75044e-16	1.18883e-06	5.98081e-06
map-data-2025.06.06-11.56.16.356_0998.jpk-force	998	1.48244e-05	2.70855e-05	2.60030e-09		2.80556e-10	-2.80556e-10	1.19898e-06	6.28069e-16	1.17556e-06	5.96537e-06
map-data-2025.06.06-11.56.16.356_0999.jpk-force	999	1.40431e-05	2.70855e-05	2.60548e-09		5.13706e-10	-5.13706e-10	1.18526e-06	6.38406e-16	1.16665e-06	5.95863e-06
map-data-2025.06.06-11.56.16.356_1000.jpk-force	1000	1.32619e-05	2.70855e-05	2.60899e-09		3.54403e-10	-3.54403e-10	1.18876e-06	6.23249e-16	1.14699e-06	5.93566e-06
map-data-2025.06.06-11.56.16.356_1001.jpk-force	1001	1.24806e-05	2.70855e-05	2.60933e-09		4.29740e-10	-4.29740e-10	1.19586e-06	6.76578e-16	1.14389e-06	5.93164e-06
map-data-2025.06.06-11.56.16.356_1002.jpk-force	1002	1.16994e-05	2.70855e-05	2.60993e-09		7.47116e-10	-7.47116e-10	2.32365e-06	1.11224e-15	1.12840e-06	5.91621e-06
map-data-2025.06.06-11.56.16.356_1003.jpk-force	1003	1.09181e-05	2.70855e-05	2.69312e-09		7.39058e-10	-7.39058e-10	2.50923e-06	1.01303e-15	2.35785e-06	7.10335e-06
map-data-2025.06.06-11.56.16.356_1004.jpk-force	1004	1.01369e-05	2.70855e-05	2.62768e-09		4.19282e-10	-4.19282e-10	5.74582e-06	5.44189e-16	5.39291e-06	1.00939e-05
map-data-2025.06.06-11.56.16.356_1005.jpk-force	1005	9.35561e-06	2.70855e-05	2.65594e-09		5.29941e-09	-5.29941e-09	6.79006e-06	8.63624e-15	5.04161e-06	7.51707e-06
map-data-2025.06.06-11.56.16.356_1006.jpk-force	1006	8.57436e-06	2.70855e-05	2.65695e-09		7.83785e-09	-7.83785e-09	6.18489e-06	1.23052e-14	4.95594e-06	7.46690e-06
map-data-2025.06.06-11.56.16.356_1007.jpk-force	1007	7.79311e-06	2.70855e-05	2.65263e-09		3.82085e-10	-3.82085e-10	4.60537e-06	6.62740e-16	4.33591e-06	8.94382e-06
map-data-2025.06.06-11.56.16.356_1008.jpk-force	1008	7.01186e-06	2.70855e-05	2.63865e-09		2.83299e-10	-2.83299e-10	1.06444e-06	7.47640e-16	1.05876e-06	5.86626e-06
map-data-2025.06.06-11.56.16.356_1009.jpk-force	1009	6.23061e-06	2.70855e-05	2.63080e-09		4.22935e-10	-4.22935e-10	1.27907e-06	6.52642e-16	1.05618e-06	5.85084e-06
map-data-2025.06.06-11.56.16.356_1010.jpk-force	1010	5.44936e-06	2.70855e-05	2.63262e-09		3.60385e-10	-3.60385e-10	1.08048e-06	6.56357e-16	1.03650e-06	5.82643e-06
map-data-2025.06.06-11.56.16.356_1011.jpk-force	1011	4.66811e-06	2.70855e-05	2.63080e-09		2.60827e-10	-2.60827e-10	1.26762e-06	6.43351e-16	1.02763e-06	5.82210e-06
map-data-2025.06.06-11.56.16.356_1012.jpk-force	1012	3.88686e-06	2.70855e-05	2.62827e-09		2.94529e-10	-2.94529e-10	1.10635e-06	6.46569e-16	1.01406e-06	5.80582e-06
map-data-2025.06.06-11.56.16.356_1013.jpk-force	1013	3.10561e-06	2.70855e-05	2.63004e-09		2.82557e-10	-2.82557e-10	1.00923e-06	6.63907e-16	1.00230e-06	5.79329e-06
map-data-2025.06.06-11.56.16.356_1014.jpk-force	1014	2.32436e-06	2.70855e-05	2.62880e-09		2.57049e-10	-2.57049e-10	1.01489e-06	6.47261e-16	9.97808e-07	5.78737e-06
map-data-2025.06.06-11.56.16.356_1015.jpk-force	1015	1.54311e-06	2.70855e-05	2.62685e-09		2.13291e-10	-2.13291e-10	1.74268e-06	6.39672e-16	9.94710e-07	5.78402e-06
map-data-2025.06.06-11.56.16.356_1016.jpk-force	1016	7.61859e-07	2.70855e-05	2.62765e-09		3.26905e-10	-3.26905e-10	9.84870e-07	6.68777e-16	9.75645e-07	5.76370e-06
map-data-2025.06.06-11.56.16.356_1017.jpk-force	1017	-1.93924e-08	2.70855e-05	2.62171e-09		2.43271e-10	-2.43271e-10	9.92037e-07	6.32377e-16	9.75432e-07	5.76639e-06
map-data-2025.06.06-11.56.16.356_1018.jpk-force	1018	-8.00641e-07	2.70855e-05	2.62736e-09		2.83774e-10	-2.83774e-10	9.66822e-07	6.49825e-16	9.61287e-07	5.74873e-06
map-data-2025.06.06-11.56.16.356_1019.jpk-force	1019	-1.58189e-06	2.70855e-05	2.62765e-09		3.39052e-10	-3.39052e-10	9.96696e-07	6.65793e-16	9.39171e-07	5.72680e-06
map-data-2025.06.06-11.56.16.356_1020.jpk-force	1020	-2.36314e-06	2.70855e-05	2.62875e-09		3.08016e-10	-3.08016e-10	9.58094e-07	6.59335e-16	9.35955e-07	5.72415e-06
map-data-2025.06.06-11.56.16.356_1021.jpk-force	1021	-3.14439e-06	2.70855e-05	2.63191e-09		2.24266e-10	-2.24266e-10	9.35529e-07	6.67141e-16	9.25027e-07	5.71653e-06
map-data-2025.06.06-11.56.16.356_1022.jpk-force	1022	-3.92564e-06	2.70855e-05	2.62998e-09		2.55640e-10	-2.55640e-10	9.22141e-07	6.70404e-16	9.10882e-07	5.70163e-06
map-data-2025.06.06-11.56.16.356_1023.jpk-force	1023	-4.70689e-06	2.70855e-05	2.62746e-09		4.50524e-10	-4.50524e-10	9.34819e-07	6.82958e-16	9.10409e-07	5.69789e-06
