Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Adhesion [N]	Minimum Value [N]	Minimum Position [m]	Area [J]	Lower Bound [m]	Upper Bound [m]
map-data-2025.06.06-11.56.16.356_0403.jpk-force	403	1.01369e-05	1.22417e-05	2.20594e-09		3.03026e-10	-3.03026e-10	1.10263e-05	6.00887e-16	1.09587e-05	1.57114e-05
map-data-2025.06.06-11.56.16.356_0404.jpk-force	404	1.09181e-05	1.22417e-05	2.21537e-09		3.25454e-10	-3.25454e-10	1.16871e-05	5.86679e-16	1.14673e-05	1.60484e-05
map-data-2025.06.06-11.56.16.356_0405.jpk-force	405	1.16994e-05	1.22417e-05	2.21686e-09		2.08357e-10	-2.08357e-10	1.24192e-05	5.23740e-16	1.18844e-05	1.61210e-05
map-data-2025.06.06-11.56.16.356_0406.jpk-force	406	1.24806e-05	1.22417e-05	2.22159e-09		4.17023e-10	-4.17023e-10	1.23051e-05	5.45108e-16	1.22307e-05	1.61598e-05
map-data-2025.06.06-11.56.16.356_0407.jpk-force	407	1.32619e-05	1.22417e-05	2.22146e-09		3.08299e-10	-3.08299e-10	1.28631e-05	4.49512e-16	1.26569e-05	1.61844e-05
map-data-2025.06.06-11.56.16.356_0408.jpk-force	408	1.40431e-05	1.22417e-05	2.22585e-09		1.92611e-10	-1.92611e-10	1.28053e-05	4.22229e-16	1.27599e-05	1.62037e-05
map-data-2025.06.06-11.56.16.356_0409.jpk-force	409	1.48244e-05	1.22417e-05	2.23169e-09		3.85395e-10	-3.85395e-10	1.33969e-05	4.34398e-16	1.29640e-05	1.62192e-05
map-data-2025.06.06-11.56.16.356_0410.jpk-force	410	1.56056e-05	1.22417e-05	2.23288e-09		3.28188e-10	-3.28188e-10	1.31875e-05	3.98292e-16	1.30878e-05	1.62318e-05
map-data-2025.06.06-11.56.16.356_0411.jpk-force	411	1.63869e-05	1.22417e-05	2.23615e-09		3.02379e-10	-3.02379e-10	1.32239e-05	3.92034e-16	1.31791e-05	1.62422e-05
map-data-2025.06.06-11.56.16.356_0412.jpk-force	412	1.71681e-05	1.22417e-05	2.23871e-09		3.29327e-10	-3.29327e-10	1.31471e-05	3.99616e-16	1.30865e-05	1.62474e-05
map-data-2025.06.06-11.56.16.356_0413.jpk-force	413	1.79494e-05	1.22417e-05	2.24275e-09		3.35465e-10	-3.35465e-10	1.34605e-05	3.98294e-16	1.31277e-05	1.62544e-05
map-data-2025.06.06-11.56.16.356_0414.jpk-force	414	1.87306e-05	1.22417e-05	2.24068e-09		3.10447e-10	-3.10447e-10	1.35331e-05	3.91281e-16	1.31465e-05	1.62594e-05
map-data-2025.06.06-11.56.16.356_0415.jpk-force	415	1.95119e-05	1.22417e-05	2.23868e-09		2.62613e-10	-2.62613e-10	1.34052e-05	3.75032e-16	1.32481e-05	1.62657e-05
map-data-2025.06.06-11.56.16.356_0416.jpk-force	416	1.95119e-05	1.30230e-05	2.24066e-09		2.16188e-10	-2.16188e-10	1.37093e-05	4.12441e-16	1.29559e-05	1.62653e-05
map-data-2025.06.06-11.56.16.356_0417.jpk-force	417	1.87306e-05	1.30230e-05	2.24058e-09		4.45976e-10	-4.45976e-10	1.30157e-05	4.31318e-16	1.29527e-05	1.62673e-05
map-data-2025.06.06-11.56.16.356_0418.jpk-force	418	1.79494e-05	1.30230e-05	2.24417e-09		2.74824e-10	-2.74824e-10	1.32000e-05	3.89064e-16	1.31412e-05	1.62736e-05
map-data-2025.06.06-11.56.16.356_0419.jpk-force	419	1.71681e-05	1.30230e-05	2.24431e-09		2.48709e-10	-2.48709e-10	1.33453e-05	3.61552e-16	1.32916e-05	1.62792e-05
map-data-2025.06.06-11.56.16.356_0420.jpk-force	420	1.63869e-05	1.30230e-05	2.24425e-09		2.11657e-10	-2.11657e-10	1.33425e-05	3.53682e-16	1.33075e-05	1.62825e-05
map-data-2025.06.06-11.56.16.356_0421.jpk-force	421	1.56056e-05	1.30230e-05	2.24667e-09		4.20072e-10	-4.20072e-10	1.33405e-05	4.11187e-16	1.32307e-05	1.62852e-05
map-data-2025.06.06-11.56.16.356_0422.jpk-force	422	1.48244e-05	1.30230e-05	2.24607e-09		2.52088e-10	-2.52088e-10	1.31423e-05	3.84121e-16	1.31037e-05	1.62850e-05
map-data-2025.06.06-11.56.16.356_0423.jpk-force	423	1.40431e-05	1.30230e-05	2.24930e-09		2.97855e-10	-2.97855e-10	1.32887e-05	4.20315e-16	1.30572e-05	1.62854e-05
map-data-2025.06.06-11.56.16.356_0424.jpk-force	424	1.32619e-05	1.30230e-05	2.24169e-09		4.22618e-10	-4.22618e-10	1.29884e-05	4.34594e-16	1.29363e-05	1.62859e-05
map-data-2025.06.06-11.56.16.356_0425.jpk-force	425	1.24806e-05	1.30230e-05	2.24590e-09		2.68685e-10	-2.68685e-10	1.27344e-05	4.52933e-16	1.26200e-05	1.62820e-05
map-data-2025.06.06-11.56.16.356_0426.jpk-force	426	1.16994e-05	1.30230e-05	2.24458e-09		5.70759e-10	-5.70759e-10	1.24862e-05	5.53129e-16	1.22848e-05	1.62749e-05
map-data-2025.06.06-11.56.16.356_0427.jpk-force	427	1.09181e-05	1.30230e-05	2.25100e-09		2.87937e-10	-2.87937e-10	1.20426e-05	5.68235e-16	1.19074e-05	1.62658e-05
map-data-2025.06.06-11.56.16.356_0428.jpk-force	428	1.01369e-05	1.30230e-05	2.25518e-09		4.62750e-10	-4.62750e-10	1.16748e-05	6.76533e-16	1.14370e-05	1.61981e-05
map-data-2025.06.06-11.56.16.356_0429.jpk-force	429	9.35561e-06	1.30230e-05	2.25514e-09		2.65466e-10	-2.65466e-10	1.13162e-05	6.36618e-16	1.10620e-05	1.56818e-05
map-data-2025.06.06-11.56.16.356_0430.jpk-force	430	8.57436e-06	1.30230e-05	2.24636e-09		5.26701e-10	-5.26701e-10	1.08772e-05	6.64082e-16	1.04894e-05	1.50120e-05
map-data-2025.06.06-11.56.16.356_0431.jpk-force	431	7.79311e-06	1.30230e-05	2.24736e-09		4.43177e-10	-4.43177e-10	1.03011e-05	6.86611e-16	9.62383e-06	1.41191e-05
map-data-2025.06.06-11.56.16.356_0432.jpk-force	432	7.01186e-06	1.30230e-05	2.23832e-09		2.95585e-10	-2.95585e-10	9.98152e-06	6.44051e-16	8.94945e-06	1.33791e-05
map-data-2025.06.06-11.56.16.356_0433.jpk-force	433	6.23061e-06	1.30230e-05	2.23354e-09		3.29651e-10	-3.29651e-10	8.70731e-06	6.35155e-16	8.21419e-06	1.24515e-05
map-data-2025.06.06-11.56.16.356_0434.jpk-force	434	5.44936e-06	1.30230e-05	2.22567e-09		3.22624e-10	-3.22624e-10	7.93299e-06	6.04761e-16	7.05120e-06	1.11989e-05
map-data-2025.06.06-11.56.16.356_0435.jpk-force	435	4.66811e-06	1.30230e-05	2.21154e-09		2.69553e-09	-2.69553e-09	7.28652e-06	2.94031e-15	4.50562e-06	8.82139e-06
map-data-2025.06.06-11.56.16.356_0436.jpk-force	436	3.88686e-06	1.30230e-05	2.19471e-09		9.99768e-10	-9.99768e-10	5.92937e-06	1.00654e-15	4.76328e-06	8.74026e-06
map-data-2025.06.06-11.56.16.356_0437.jpk-force	437	3.10561e-06	1.30230e-05	2.19457e-09		9.53303e-10	-9.53303e-10	5.61258e-06	1.15828e-15	4.45072e-06	8.14533e-06
map-data-2025.06.06-11.56.16.356_0438.jpk-force	438	2.32436e-06	1.30230e-05	2.36054e-09		3.34435e-09	-3.34435e-09	4.53644e-06	5.51377e-15	8.99528e-07	5.71814e-06
map-data-2025.06.06-11.56.16.356_0439.jpk-force	439	1.54311e-06	1.30230e-05	2.00033e-09		1.46520e-10	-1.46520e-10	4.86735e-06	3.60431e-17	4.34433e-06	4.92772e-06
map-data-2025.06.06-11.56.16.356_0440.jpk-force	440	7.61859e-07	1.30230e-05	2.16503e-09		2.71125e-10	-2.71125e-10	9.09274e-07	6.94965e-16	8.85809e-07	5.68233e-06
map-data-2025.06.06-11.56.16.356_0441.jpk-force	441	-1.93924e-08	1.30230e-05	2.16301e-09		2.73210e-10	-2.73210e-10	9.23513e-07	6.73444e-16	8.71050e-07	5.66435e-06
map-data-2025.06.06-11.56.16.356_0442.jpk-force	442	-8.00641e-07	1.30230e-05	2.16314e-09		2.52788e-10	-2.52788e-10	1.03745e-06	6.88373e-16	8.58466e-07	5.64273e-06
map-data-2025.06.06-11.56.16.356_0443.jpk-force	443	-1.58189e-06	1.30230e-05	2.15890e-09		3.46119e-10	-3.46119e-10	9.45085e-07	6.75026e-16	8.49714e-07	5.63474e-06
map-data-2025.06.06-11.56.16.356_0444.jpk-force	444	-2.36314e-06	1.30230e-05	2.15779e-09		2.65051e-10	-2.65051e-10	8.53215e-07	6.60120e-16	8.43919e-07	5.63157e-06
map-data-2025.06.06-11.56.16.356_0445.jpk-force	445	-3.14439e-06	1.30230e-05	2.16228e-09		3.69957e-10	-3.69957e-10	8.28710e-07	6.91423e-16	8.21567e-07	5.61421e-06
map-data-2025.06.06-11.56.16.356_0446.jpk-force	446	-3.92564e-06	1.30230e-05	2.16730e-09		3.81011e-10	-3.81011e-10	8.43423e-07	6.94060e-16	8.12011e-07	5.60286e-06
map-data-2025.06.06-11.56.16.356_0447.jpk-force	447	-4.70689e-06	1.30230e-05	2.16930e-09		3.80137e-10	-3.80137e-10	8.38881e-07	7.24061e-16	7.94413e-07	5.58847e-06
map-data-2025.06.06-11.56.16.356_0448.jpk-force	448	-4.70689e-06	1.38042e-05	2.16748e-09		4.97490e-10	-4.97490e-10	8.70388e-07	7.08204e-16	8.02550e-07	5.59160e-06
map-data-2025.06.06-11.56.16.356_0449.jpk-force	449	-3.92564e-06	1.38042e-05	2.16242e-09		3.52811e-10	-3.52811e-10	8.19060e-07	6.68729e-16	8.11822e-07	5.59926e-06
map-data-2025.06.06-11.56.16.356_0450.jpk-force	450	-3.14439e-06	1.38042e-05	2.16623e-09		3.32295e-10	-3.32295e-10	8.46025e-07	6.77968e-16	8.25825e-07	5.61544e-06
map-data-2025.06.06-11.56.16.356_0451.jpk-force	451	-2.36314e-06	1.38042e-05	2.16619e-09		1.06402e-09	-1.06402e-09	1.32143e-06	8.09802e-16	8.48366e-07	5.63353e-06
map-data-2025.06.06-11.56.16.356_0452.jpk-force	452	-1.58189e-06	1.38042e-05	2.16631e-09		3.45891e-10	-3.45891e-10	8.82782e-07	6.88074e-16	8.51749e-07	5.63975e-06
map-data-2025.06.06-11.56.16.356_0453.jpk-force	453	-8.00641e-07	1.38042e-05	2.15886e-09		2.49598e-10	-2.49598e-10	9.71931e-07	6.28230e-16	8.70198e-07	5.65934e-06
map-data-2025.06.06-11.56.16.356_0454.jpk-force	454	-1.93924e-08	1.38042e-05	2.16828e-09		3.83246e-10	-3.83246e-10	9.27700e-07	6.85254e-16	8.83468e-07	5.67429e-06
map-data-2025.06.06-11.56.16.356_0455.jpk-force	455	7.61859e-07	1.38042e-05	2.17341e-09		2.83299e-10	-2.83299e-10	9.14383e-07	7.25960e-16	8.92101e-07	5.68394e-06
map-data-2025.06.06-11.56.16.356_0456.jpk-force	456	1.54311e-06	1.38042e-05	2.26857e-09		5.01210e-10	-5.01210e-10	2.36939e-06	1.41852e-15	9.13957e-07	5.70054e-06
map-data-2025.06.06-11.56.16.356_0457.jpk-force	457	2.32436e-06	1.38042e-05	2.70606e-09		2.32484e-09	-2.32484e-09	5.02524e-06	5.89243e-15	9.13082e-07	5.70688e-06
map-data-2025.06.06-11.56.16.356_0458.jpk-force	458	3.10561e-06	1.38042e-05	2.18805e-09		3.18233e-10	-3.18233e-10	6.29008e-06	5.97493e-16	5.61955e-06	9.85738e-06
map-data-2025.06.06-11.56.16.356_0459.jpk-force	459	3.88686e-06	1.38042e-05	2.20664e-09		5.86133e-10	-5.86133e-10	6.80395e-06	8.34210e-16	5.74440e-06	1.01313e-05
map-data-2025.06.06-11.56.16.356_0460.jpk-force	460	4.66811e-06	1.38042e-05	2.20870e-09		3.33305e-10	-3.33305e-10	8.50093e-06	6.10793e-16	7.33255e-06	1.15203e-05
map-data-2025.06.06-11.56.16.356_0461.jpk-force	461	5.44936e-06	1.38042e-05	2.21964e-09		2.97816e-10	-2.97816e-10	8.62760e-06	5.73648e-16	8.26424e-06	1.26306e-05
map-data-2025.06.06-11.56.16.356_0462.jpk-force	462	6.23061e-06	1.38042e-05	2.23404e-09		4.19737e-09	-4.19737e-09	1.04149e-05	2.90545e-15	9.01745e-06	1.01617e-05
map-data-2025.06.06-11.56.16.356_0463.jpk-force	463	7.01186e-06	1.38042e-05	2.24242e-09		2.72789e-10	-2.72789e-10	1.24768e-05	6.34147e-16	9.73604e-06	1.42357e-05
map-data-2025.06.06-11.56.16.356_0464.jpk-force	464	7.79311e-06	1.38042e-05	2.25604e-09		2.20763e-10	-2.20763e-10	1.03802e-05	5.98442e-16	1.02999e-05	1.50238e-05
map-data-2025.06.06-11.56.16.356_0465.jpk-force	465	8.57436e-06	1.38042e-05	2.26221e-09		5.08864e-10	-5.08864e-10	1.12597e-05	6.23330e-16	1.11150e-05	1.57857e-05
map-data-2025.06.06-11.56.16.356_0466.jpk-force	466	9.35561e-06	1.38042e-05	2.26819e-09		3.41623e-10	-3.41623e-10	1.20297e-05	5.27003e-16	1.16740e-05	1.60627e-05
map-data-2025.06.06-11.56.16.356_0467.jpk-force	467	1.01369e-05	1.38042e-05	2.27704e-09		7.74897e-10	-7.74897e-10	1.24448e-05	5.64030e-16	1.19848e-05	1.61277e-05
map-data-2025.06.06-11.56.16.356_0468.jpk-force	468	1.09181e-05	1.38042e-05	2.27834e-09		4.59372e-10	-4.59372e-10	1.24345e-05	5.15681e-16	1.22715e-05	1.61651e-05
map-data-2025.06.06-11.56.16.356_0469.jpk-force	469	1.16994e-05	1.38042e-05	2.27916e-09		5.11499e-10	-5.11499e-10	1.29936e-05	4.94651e-16	1.26560e-05	1.61912e-05
map-data-2025.06.06-11.56.16.356_0470.jpk-force	470	1.24806e-05	1.38042e-05	2.28058e-09		2.17478e-10	-2.17478e-10	1.33099e-05	4.08916e-16	1.29206e-05	1.62115e-05
map-data-2025.06.06-11.56.16.356_0471.jpk-force	471	1.32619e-05	1.38042e-05	2.28652e-09		3.71608e-10	-3.71608e-10	1.31565e-05	3.82352e-16	1.31192e-05	1.62269e-05
map-data-2025.06.06-11.56.16.356_0472.jpk-force	472	1.40431e-05	1.38042e-05	2.28719e-09		3.23313e-10	-3.23313e-10	1.34640e-05	3.67824e-16	1.32838e-05	1.62393e-05
map-data-2025.06.06-11.56.16.356_0473.jpk-force	473	1.48244e-05	1.38042e-05	2.29313e-09		3.12923e-10	-3.12923e-10	1.32964e-05	3.71801e-16	1.32227e-05	1.62467e-05
map-data-2025.06.06-11.56.16.356_0474.jpk-force	474	1.56056e-05	1.38042e-05	2.29490e-09		3.03082e-10	-3.03082e-10	1.34357e-05	3.56862e-16	1.33313e-05	1.62559e-05
map-data-2025.06.06-11.56.16.356_0475.jpk-force	475	1.63869e-05	1.38042e-05	2.29419e-09		3.65986e-10	-3.65986e-10	1.36593e-05	3.44359e-16	1.33939e-05	1.62631e-05
map-data-2025.06.06-11.56.16.356_0476.jpk-force	476	1.71681e-05	1.38042e-05	2.29582e-09		4.13033e-10	-4.13033e-10	1.35231e-05	3.59356e-16	1.33496e-05	1.62677e-05
map-data-2025.06.06-11.56.16.356_0477.jpk-force	477	1.79494e-05	1.38042e-05	2.29430e-09		2.76709e-10	-2.76709e-10	1.32194e-05	3.84555e-16	1.31797e-05	1.62694e-05
map-data-2025.06.06-11.56.16.356_0478.jpk-force	478	1.87306e-05	1.38042e-05	2.29641e-09		3.18495e-10	-3.18495e-10	1.30967e-05	4.21605e-16	1.29593e-05	1.62682e-05
map-data-2025.06.06-11.56.16.356_0479.jpk-force	479	1.95119e-05	1.38042e-05	2.29652e-09		5.89632e-10	-5.89632e-10	1.27363e-05	4.73627e-16	1.26590e-05	1.62646e-05
map-data-2025.06.06-11.56.16.356_0480.jpk-force	480	1.95119e-05	1.45855e-05	2.29763e-09		4.40347e-10	-4.40347e-10	1.25473e-05	5.02602e-16	1.24846e-05	1.62636e-05
map-data-2025.06.06-11.56.16.356_0481.jpk-force	481	1.87306e-05	1.45855e-05	2.29729e-09		2.57069e-10	-2.57069e-10	1.29757e-05	4.19959e-16	1.29085e-05	1.62720e-05
map-data-2025.06.06-11.56.16.356_0482.jpk-force	482	1.79494e-05	1.45855e-05	2.29974e-09		2.42623e-10	-2.42623e-10	1.32053e-05	3.92039e-16	1.31711e-05	1.62795e-05
map-data-2025.06.06-11.56.16.356_0483.jpk-force	483	1.71681e-05	1.45855e-05	2.29929e-09		3.26822e-10	-3.26822e-10	1.35077e-05	3.67099e-16	1.33458e-05	1.62863e-05
map-data-2025.06.06-11.56.16.356_0484.jpk-force	484	1.63869e-05	1.45855e-05	2.30587e-09		2.22739e-10	-2.22739e-10	1.34790e-05	3.35387e-16	1.33993e-05	1.62905e-05
map-data-2025.06.06-11.56.16.356_0485.jpk-force	485	1.56056e-05	1.45855e-05	2.30861e-09		1.98134e-10	-1.98134e-10	1.37222e-05	3.52289e-16	1.33214e-05	1.62928e-05
map-data-2025.06.06-11.56.16.356_0486.jpk-force	486	1.48244e-05	1.45855e-05	2.30886e-09		2.60190e-10	-2.60190e-10	1.36085e-05	3.36778e-16	1.34993e-05	1.62974e-05
map-data-2025.06.06-11.56.16.356_0487.jpk-force	487	1.40431e-05	1.45855e-05	2.31049e-09		3.44183e-10	-3.44183e-10	1.33928e-05	3.80916e-16	1.33770e-05	1.62998e-05
map-data-2025.06.06-11.56.16.356_0488.jpk-force	488	1.32619e-05	1.45855e-05	2.30657e-09		3.18255e-10	-3.18255e-10	1.32981e-05	3.83754e-16	1.32308e-05	1.62990e-05
map-data-2025.06.06-11.56.16.356_0489.jpk-force	489	1.24806e-05	1.45855e-05	2.30531e-09		4.67068e-10	-4.67068e-10	1.32920e-05	4.25105e-16	1.31021e-05	1.62980e-05
map-data-2025.06.06-11.56.16.356_0490.jpk-force	490	1.16994e-05	1.45855e-05	2.30704e-09		4.03016e-10	-4.03016e-10	1.29766e-05	4.52804e-16	1.28740e-05	1.62950e-05
map-data-2025.06.06-11.56.16.356_0491.jpk-force	491	1.09181e-05	1.45855e-05	2.30700e-09		1.98961e-10	-1.98961e-10	1.46108e-05	4.53039e-16	1.26839e-05	1.62894e-05
map-data-2025.06.06-11.56.16.356_0492.jpk-force	492	1.01369e-05	1.45855e-05	2.31025e-09		3.80003e-10	-3.80003e-10	1.27190e-05	5.13417e-16	1.24110e-05	1.62849e-05
map-data-2025.06.06-11.56.16.356_0493.jpk-force	493	9.35561e-06	1.45855e-05	2.31052e-09		3.02251e-10	-3.02251e-10	1.23301e-05	5.62130e-16	1.20208e-05	1.62761e-05
map-data-2025.06.06-11.56.16.356_0494.jpk-force	494	8.57436e-06	1.45855e-05	2.31399e-09		4.52344e-10	-4.52344e-10	1.15909e-05	6.42205e-16	1.14686e-05	1.62545e-05
map-data-2025.06.06-11.56.16.356_0495.jpk-force	495	7.79311e-06	1.45855e-05	2.31682e-09		3.11914e-10	-3.11914e-10	1.13540e-05	6.43902e-16	1.10795e-05	1.57732e-05
map-data-2025.06.06-11.56.16.356_0496.jpk-force	496	7.01186e-06	1.45855e-05	2.31209e-09		2.55595e-10	-2.55595e-10	1.05114e-05	6.45774e-16	1.04244e-05	1.50797e-05
map-data-2025.06.06-11.56.16.356_0497.jpk-force	497	6.23061e-06	1.45855e-05	2.30545e-09		4.03508e-10	-4.03508e-10	9.91420e-06	6.84738e-16	9.64569e-06	1.42125e-05
map-data-2025.06.06-11.56.16.356_0498.jpk-force	498	5.44936e-06	1.45855e-05	2.30410e-09		2.50441e-10	-2.50441e-10	1.01388e-05	6.34302e-16	9.03517e-06	1.34803e-05
map-data-2025.06.06-11.56.16.356_0499.jpk-force	499	4.66811e-06	1.45855e-05	2.29634e-09		3.18379e-10	-3.18379e-10	9.14800e-06	6.57302e-16	8.24053e-06	1.25613e-05
map-data-2025.06.06-11.56.16.356_0500.jpk-force	500	3.88686e-06	1.45855e-05	2.28727e-09		3.11472e-09	-3.11472e-09	9.56649e-06	3.31058e-15	7.11071e-06	1.00148e-05
map-data-2025.06.06-11.56.16.356_0501.jpk-force	501	3.10561e-06	1.45855e-05	2.27676e-09		5.48850e-10	-5.48850e-10	7.78497e-06	8.21085e-16	6.39354e-06	1.04055e-05
map-data-2025.06.06-11.56.16.356_0502.jpk-force	502	2.32436e-06	1.45855e-05	2.42122e-09		1.81172e-09	-1.81172e-09	4.38934e-06	4.07481e-15	2.57948e-06	7.09302e-06
map-data-2025.06.06-11.56.16.356_0503.jpk-force	503	1.54311e-06	1.45855e-05	2.31781e-09		4.81143e-10	-4.81143e-10	3.26023e-06	1.37183e-15	1.19912e-06	5.73910e-06
map-data-2025.06.06-11.56.16.356_0504.jpk-force	504	7.61859e-07	1.45855e-05	2.22511e-09		2.34395e-10	-2.34395e-10	3.16202e-06	6.10463e-16	1.50685e-06	5.71800e-06
map-data-2025.06.06-11.56.16.356_0505.jpk-force	505	-1.93924e-08	1.45855e-05	2.19815e-09		1.92038e-10	-1.92038e-10	5.12842e-06	4.38162e-16	2.00083e-06	5.70381e-06
map-data-2025.06.06-11.56.16.356_0506.jpk-force	506	-8.00641e-07	1.45855e-05	2.21431e-09		2.09041e-10	-2.09041e-10	3.09948e-06	5.96261e-16	1.18696e-06	5.68756e-06
map-data-2025.06.06-11.56.16.356_0507.jpk-force	507	-1.58189e-06	1.45855e-05	2.21397e-09		2.17436e-10	-2.17436e-10	3.74512e-06	6.45718e-16	8.81410e-07	5.67136e-06
map-data-2025.06.06-11.56.16.356_0508.jpk-force	508	-2.36314e-06	1.45855e-05	2.21525e-09		2.99789e-10	-2.99789e-10	9.22425e-07	6.84995e-16	8.73108e-07	5.66192e-06
map-data-2025.06.06-11.56.16.356_0509.jpk-force	509	-3.14439e-06	1.45855e-05	2.21852e-09		2.60643e-10	-2.60643e-10	9.06719e-07	6.72219e-16	8.60903e-07	5.64758e-06
map-data-2025.06.06-11.56.16.356_0510.jpk-force	510	-3.92564e-06	1.45855e-05	2.21900e-09		3.09193e-10	-3.09193e-10	9.14950e-07	6.73825e-16	8.37746e-07	5.62840e-06
map-data-2025.06.06-11.56.16.356_0511.jpk-force	511	-4.70689e-06	1.45855e-05	2.21912e-09		3.75585e-10	-3.75585e-10	8.87347e-07	6.73377e-16	8.34127e-07	5.62781e-06
map-data-2025.06.06-11.56.16.356_0512.jpk-force	512	-4.70689e-06	1.53667e-05	2.22411e-09		2.24942e-10	-2.24942e-10	8.70009e-07	6.95995e-16	8.44842e-07	5.63491e-06
map-data-2025.06.06-11.56.16.356_0513.jpk-force	513	-3.92564e-06	1.53667e-05	2.22104e-09		2.46674e-10	-2.46674e-10	8.81339e-07	6.70896e-16	8.40679e-07	5.63699e-06
map-data-2025.06.06-11.56.16.356_0514.jpk-force	514	-3.14439e-06	1.53667e-05	2.22627e-09		3.99474e-10	-3.99474e-10	8.94467e-07	6.86587e-16	8.58703e-07	5.64567e-06
map-data-2025.06.06-11.56.16.356_0515.jpk-force	515	-2.36314e-06	1.53667e-05	2.22783e-09		3.14481e-10	-3.14481e-10	9.14856e-07	6.90917e-16	8.77010e-07	5.65929e-06
map-data-2025.06.06-11.56.16.356_0516.jpk-force	516	-1.58189e-06	1.53667e-05	2.22836e-09		3.81081e-10	-3.81081e-10	9.13437e-07	7.02808e-16	8.85431e-07	5.67855e-06
map-data-2025.06.06-11.56.16.356_0517.jpk-force	517	-8.00641e-07	1.53667e-05	2.22108e-09		3.05835e-10	-3.05835e-10	9.88938e-07	6.66215e-16	9.09274e-07	5.69993e-06
map-data-2025.06.06-11.56.16.356_0518.jpk-force	518	-1.93924e-08	1.53667e-05	2.22404e-09		3.69358e-10	-3.69358e-10	9.65427e-07	6.79134e-16	9.17410e-07	5.71161e-06
map-data-2025.06.06-11.56.16.356_0519.jpk-force	519	7.61859e-07	1.53667e-05	2.24376e-09		4.33767e-10	-4.33767e-10	1.01569e-06	8.35549e-16	9.32809e-07	5.72235e-06
map-data-2025.06.06-11.56.16.356_0520.jpk-force	520	1.54311e-06	1.53667e-05	2.49120e-09		1.23160e-09	-1.23160e-09	3.30413e-06	2.80194e-15	1.77962e-06	6.30129e-06
map-data-2025.06.06-11.56.16.356_0521.jpk-force	521	2.32436e-06	1.53667e-05	2.33434e-09		4.33774e-10	-4.33774e-10	6.18837e-06	1.13949e-15	5.24578e-06	9.68722e-06
map-data-2025.06.06-11.56.16.356_0522.jpk-force	522	3.10561e-06	1.53667e-05	2.34456e-09		4.61579e-10	-4.61579e-10	8.07449e-06	1.04354e-15	6.75879e-06	1.10141e-05
map-data-2025.06.06-11.56.16.356_0523.jpk-force	523	3.88686e-06	1.53667e-05	2.29488e-09		3.05804e-10	-3.05804e-10	9.16921e-06	6.48181e-16	8.38808e-06	1.28185e-05
map-data-2025.06.06-11.56.16.356_0524.jpk-force	524	4.66811e-06	1.53667e-05	2.30115e-09		3.62024e-10	-3.62024e-10	9.88477e-06	6.79353e-16	8.95969e-06	1.34730e-05
map-data-2025.06.06-11.56.16.356_0525.jpk-force	525	5.44936e-06	1.53667e-05	2.31090e-09		4.33695e-10	-4.33695e-10	1.01705e-05	6.21328e-16	9.70312e-06	1.42803e-05
map-data-2025.06.06-11.56.16.356_0526.jpk-force	526	6.23061e-06	1.53667e-05	2.32073e-09		3.68727e-10	-3.68727e-10	1.04947e-05	6.34461e-16	1.03610e-05	1.51202e-05
map-data-2025.06.06-11.56.16.356_0527.jpk-force	527	7.01186e-06	1.53667e-05	2.32603e-09		2.53042e-10	-2.53042e-10	1.13580e-05	5.88169e-16	1.10168e-05	1.57473e-05
map-data-2025.06.06-11.56.16.356_0528.jpk-force	528	7.79311e-06	1.53667e-05	2.33220e-09		3.37306e-10	-3.37306e-10	1.16585e-05	5.78940e-16	1.15255e-05	1.60613e-05
map-data-2025.06.06-11.56.16.356_0529.jpk-force	529	8.57436e-06	1.53667e-05	2.33800e-09		3.49744e-10	-3.49744e-10	1.20830e-05	5.38652e-16	1.19657e-05	1.61295e-05
map-data-2025.06.06-11.56.16.356_0530.jpk-force	530	9.35561e-06	1.53667e-05	2.33392e-09		2.92536e-10	-2.92536e-10	1.25042e-05	5.00243e-16	1.22859e-05	1.61665e-05
map-data-2025.06.06-11.56.16.356_0531.jpk-force	531	1.01369e-05	1.53667e-05	2.33816e-09		3.45804e-10	-3.45804e-10	1.29735e-05	4.59892e-16	1.26717e-05	1.61910e-05
map-data-2025.06.06-11.56.16.356_0532.jpk-force	532	1.09181e-05	1.53667e-05	2.34159e-09		4.28415e-10	-4.28415e-10	1.31782e-05	4.25682e-16	1.29155e-05	1.62109e-05
map-data-2025.06.06-11.56.16.356_0533.jpk-force	533	1.16994e-05	1.53667e-05	2.34047e-09		4.50402e-10	-4.50402e-10	1.33573e-05	4.20494e-16	1.30907e-05	1.62259e-05
map-data-2025.06.06-11.56.16.356_0534.jpk-force	534	1.24806e-05	1.53667e-05	2.34437e-09		3.66849e-10	-3.66849e-10	1.33366e-05	3.86205e-16	1.32188e-05	1.62379e-05
map-data-2025.06.06-11.56.16.356_0535.jpk-force	535	1.32619e-05	1.53667e-05	2.34019e-09		3.60187e-10	-3.60187e-10	1.35072e-05	3.73260e-16	1.32844e-05	1.62477e-05
